,created_at,full_text,antisemitismo,retweet_count,favorite_count,user.screen_name,user.followers_count,user.favourites_count,WD,X,MO,NB,RELI,RIQ,NAC,NAZI,label
3638,Wed May 31 18:02:23 +0000 2023,@BibiLibertad @Lean__Reloaded Quien se cree que es...??? Hitler..???,0,0,2,hilda9384560545,233,4901,,,,,,,,,0
3639,Wed May 17 04:03:59 +0000 2023,"@HasvikMC Feliz cumple judío que cumplas menos aun ocupamos al top 1 México :v
Pdt: rrrrrrrrrrrrrrrrrrrrrrrr",0,0,1,Andrhjakjx,19,151,,,,,,,,,0
3640,Wed May 17 05:08:16 +0000 2023,Las aventuras amorosas de Hitler: ¿Cómo fue salir con el dictador alemán? https://t.co/CwmCzRBE8h,-2,0,0,ExoMedios,76736,2923,,,,,,,,,0
3641,Tue May 31 02:49:43 +0000 2022,"Â¡OJO PUEBLO! Soldado advertido no muere y si muere es por..... Rodolfo Hernández, se presenta ante Colombia como antiestablecimiento, es mentira es un Uribista redomado, es un continuista Uriduque, otro Títere de AUV, desastroso para Colombia un admirador de Hitler e imputado.",-2,0,0,Jaime43261617,74,12845,,,,,,,,,0
3642,Wed May 03 19:05:01 +0000 2023,En mi servicio social una vez me pusieron a hacer eso en un partido y es realmente muy difícil al principio. Y en un juego de voleibol es más complicado aún. https://t.co/vcYm1xdZFd,-1,0,0,israel_gol,109,9538,,,,,,,,,0
3643,Tue Jun 28 13:13:02 +0000 2022,"Más globalismo lavandoles la cara a los empleados de Soros, premiando la mediocridad, lo sinvergüenza, pero sobre todo premiando el genocidio que ayudaste a que se generara en el país que juraste defender. Pagaras perro! No será hoy, no será mañana, perola usticia divina llegará. https://t.co/rR63K59YEP",2,2,1,YgnacioCisneros,634,13406,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
3644,Thu Jun 09 04:43:51 +0000 2022,"@jorge12844 @ricardo_cid @IsraelReyesrom1 @ClubPueblaMX Si Johan Vazquez, jugando en Europa no lo pelan en selección , crees que Israel en el Puebla lo hará? Y Reyes bajó nivel…",-2,0,1,Luisillo_GA,110,21143,,,,,,,,,0
3645,Thu Jun 02 20:53:14 +0000 2022,"@PonchoGutz Que tendria de malo????????? Ya te dije, lee a Hitler!",0,0,0,rafa76696917,27,742,,,,,,,,,0
3646,Thu May 11 11:31:19 +0000 2023,Unos 300 cohetes y 22 palestinos muertos: Israel y palestinos protagonizan jornada de violencia https://t.co/oQg5Bsq2bL vía @radiopaulina https://t.co/zQQZQj6CHl,-2,0,1,radiopaulina,25175,2360,,,,,,,,,0
3647,Wed May 10 22:09:51 +0000 2023,"@jojorium Imagina decir que Israel ve a España como competencia, porqué ""se ha copiado"" de la presentación de Chanel.🤣🤣🤣🤣🤣🤣",-2,0,0,oxhoney_,1874,279504,,,,,,,,,0
3648,Fri May 26 07:50:23 +0000 2023,"¿Quién dirige twitter, Hitler? https://t.co/AkLGK1Ueb0",0,1,1,Darias35,1945,52450,,,,,,,,,0
3649,Thu May 04 01:04:40 +0000 2023,🧲 Las fotos más ridículas y vergonzosas de Adolf Hitler https://t.co/c5GKfo829i,-2,0,0,EntidadDigital,14406,61,,,,,,,,,0
3650,Thu May 04 09:12:08 +0000 2023,"@mcmidon @SXTrece @jlmartin62 @PabloEchenique Yo por suerte vivo en Israel y estoy ya lejos del PSOE, de la ultrairzquierda y de sus zarpas mafiosas codiciosas.",-2,0,0,JaredSefarad,811,9483,,,,,,,,,0
3651,Wed Jun 01 15:27:06 +0000 2022,@SoyElPresto banalizar el holocausto no es persecución y censura según vos.,-2,0,0,HueyLong7475354,85,268,,,,,,,,,0
3652,Mon Jun 13 01:49:42 +0000 2022,@IBetancourtCol A vieja paracaidista hipocrita  como siempre. sin embargo sigue apoyando a viejo verde misógino maltratador de mujeres y admirador de Hitler que se limpia el culo con la ley. y sigue odiando a Petro que es lo opuesto a eso.,-2,0,0,DHukanhe,41,496,,,,,,,,,0
3653,Fri Apr 21 17:09:49 +0000 2023,@88IvanGod88 @DanSurasshu Que tiene que ver con que hayan usado Metapedía que directamente te niega el Holocausto?,-1,0,1,Enjoyer_Lons,640,39189,,,,,,,,,0
3654,Fri May 19 09:35:12 +0000 2023,Los Empleados del FMLN hoy DE OPOSITORES bajo la Bandera @cristosal financiados por SOROS,0,0,0,OscarAr13177948,15,3125,,,,,,,,,0
3655,Thu Apr 27 01:06:30 +0000 2023,"Gedeón debía aprender que la victoria no era suya, sino de Dios. Dios tenía que hacer manifiesto el hecho de que era Él quien peleaba la batalla por Israel , 👉🏻No es con tu fuerza, sino con el Espíritu de Dios que vas a ganar las batallas y superar los obstáculos✍🏼",-2,0,0,harimcastro1,557,2018,,,,,,,,,0
3656,Fri Jun 24 21:03:04 +0000 2022,@georgesoros Llore Soros llore. Triunfó Perón,0,0,1,_16903_,595,27308,,,,,,,,,0
3657,Mon Jun 13 23:42:24 +0000 2022,"@MiguelPoloP Por ética y estética un viejito senil, patán, errático, corrupto, admirador de Hitler, que emula la cultura del narco exhibiéndose con cadenas de oro y chicas cual sugar daddy gobernando por ticktock, limpiándo sus miserias con la constitución y la Ley, no puede ser opción seria.",-2,0,0,sorperecita,15,81,,,,,,,,,0
3658,Thu Jun 01 15:47:18 +0000 2023,@Adela_Micha Italia Francia los mejores amigos de Hitler y populistas,-1,0,0,momolosodel88,23,50,,,,,,,,,0
3659,Fri May 26 23:00:00 +0000 2023,"Gansito Padilla prefiere que Israel Reyes se luzca en el campo y no por su look 🙄😡

https://t.co/USd46Y8zqR",-2,1,4,estoenlinea,180496,5088,,,,,,,,,0
3660,Sat Jun 11 15:26:34 +0000 2022,"@batallakultural Ya lo planteo Kissinger vs Soros, en Davos. Estamos viviendo una guerra civilizatoria",1,0,0,GoldsteinObelo,64,152,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
3661,Mon May 15 18:27:49 +0000 2023,"El nazismo fue una ideología política que surgió en Alemania después de la Primera Guerra Mundial. Fue liderado por Adolf Hitler y se caracterizó por el antisemitismo, la supremacía aria y la agresión militar. El nazismo fue responsable de la muerte de millones de personas duran.",-2,0,1,acid0citrico,68,4889,,,,,,,,,0
3662,Tue May 02 16:45:19 +0000 2023,en verdad hitler non estaba tan tolo,-1,1,3,isabel_saborido,93,15436,,,,,,,,,0
3663,Wed Jun 08 02:13:26 +0000 2022,"@Citlali_Cuba93 @LupitaRivera453 @mix_ivonne @Mafaldititita1 @ebelcamargo @SilviaNDM @YoDeprimente @IrmaOdette1 @Meztli1_ @ArgeliaLuthor @JennyMarVit80 #HastaTenerJusticia
#PorqueSomosTercos y el compromiso con
19 Israel Caballero Sánchez 
Con Citlalli impulsemos el
#PaseDeLista1al43x43 7.254
#Presentes",-1,2,1,JavosMerol,381,39558,,,,,,,,,0
3664,Mon Jun 27 08:06:51 +0000 2022,@XdPedroman Fue bastante después pero bueno no busques el rigor en las pajas mentales de un pavo que se imagina como.un vikingo templario luchando contra femen y Soros.,-1,0,0,BibereEst,891,22454,,,,,,,,,0
3665,Tue May 09 19:51:39 +0000 2023,la nenita de Israel con un ataque de tétanos 🤟🏻😞,-1,0,4,germansin_,1790,16827,,,,,,,,,0
3666,Fri May 26 17:49:09 +0000 2023,"En @C5N te ""informan"" q Rusia atacó un hospital, pero en su puta vida dijeron q Israel ataca a diario a los Palestinos",1,0,2,jclarragueta,6604,62001,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
3667,Tue May 16 19:52:37 +0000 2023,"Israel trata los territorios palestinos como colonias, dice relator de la ONU

Francesca Albanese dice que Israel mantiene la ocupación para obtener la mayor cantidad de tierra posible para el pueblo judío https://t.co/FkZ7fXMOBj",-2,0,0,plutocrata,4350,41846,,,,,,,,,0
3668,Wed May 31 21:00:42 +0000 2023,"@KatKat90210 La chica es una niña muy bonita. No veo el problema. Charlton Heston, gringo anglosajón, protagonizó a Moisés—un judío del Medio Oriente. Sir Cedric Hardwicke, actor británico, es el faraón, un egipcio en la misma película. ¿Hubo problema con eso?",-1,0,0,RobertoHHVeraX,119,7496,,,,,,,,,0
3669,Tue May 31 01:24:41 +0000 2022,ðŸ“£ La lamentable historia del único alemán que negó el saludo a Hitler https://t.co/htXC2hTSj1,-2,0,1,ReporteActivo,74861,2333,,,,,,,,,0
3670,Sun May 29 23:22:23 +0000 2022,"@MissPoirot07 Investigado no es lo mismo que condenado, usted debe ser de las que por sospecha debería estar preso ðŸ™„ðŸ™„, lo de Hitler un desliz que le puede pasar a cualquiera, lo del acuerdo, uno de tantos que hay, podría ponerle aquí un listado y ud no sabrá ni la mitad.",-2,0,0,c4thyVip1,0,142,,,,,,,,,0
3671,Thu Apr 27 07:24:18 +0000 2023,"""Como potencia ocupante, ""#Israel"" debe salvaguardar el acceso a educación d los niños en territorio #palestino ocupado"".

 Diplomáticos extranjeros visitaron ayer escuela Jub Al-Deeb cerca d #Bethlehem, q está amenazada de demolición, y pidieron a 'Israel' que revoque su orden. https://t.co/HB6aWnP0vd",2,0,0,ACT4PAL,148,45,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
3672,Mon May 01 09:32:36 +0000 2023,¿Adolf Hitler era judío? Un vistazo a la curiosa teoría de la conspiración https://t.co/ShMhDX5Hqo,-2,0,0,TemaGlobal,123724,4327,,,,,,,,,0
3673,Thu Jun 01 01:23:10 +0000 2023,"@MagenYoed @Rocio_La_Negra @SantiPenap @Israel_Py_CH @IsraelinSpanish @rramirezlezcano Paraguay e Israel un solo corazón!! Pueblos hermanos, con fé en Dios Todo Poderoso.",-2,1,3,Pherebia,101,15925,,,,,,,,,0
3674,Tue May 31 20:04:22 +0000 2022,@blanca_rc8 para el próximo hitler ðŸ˜…,0,0,2,carlichupichu,199,12898,,,,,,,,,0
3675,Wed May 24 05:54:25 +0000 2023,"@ArgiroCasta888 Carismático como fue Hitler. Sabe UD sobre la aprobación de Hitler por el pueblo alemán?  Seguramente también es ud nazi, una neonazi.",-2,0,4,IgmarVermar,1866,695,,,,,,,,,0
3676,Thu Jun 02 01:01:16 +0000 2022,ðŸ‘‡ Este informe indica que Adolf Hitler tenía 'tendencias homosexuales' https://t.co/kFfzTnVZ1a,-2,0,0,TuitSugerido,450199,3734,,,,,,,,,0
3677,Thu Jun 01 21:00:00 +0000 2023,"HOY:

📍""Los retos de la sociedad y la educación pública"" con Israel Sánchez Martínez 

⏰6:00 pm 

En vivo en 👇:
YouTube 
Facebook Live

⭕️También en Space: 
https://t.co/ArmrK14l4o https://t.co/UKA4cItiyZ",-2,2,3,DeniseMeadeG,77001,65433,,,,,,,,,0
3678,Sat Apr 29 15:44:09 +0000 2023,"@GadoMoni El foro económico mundial es el fruto híbrido de Satán,Hitler y adoradores!!!",-1,0,0,PilarQuezada15,77,1760,,,,,,,,,0
3679,Sat Apr 29 23:20:05 +0000 2023,"Isaías 60:14
[14]Y vendrán a ti humillados los hijos de los que te afligieron, y a las pisadas de tus pies se encorvarán todos los que te escarnecían, y te llamarán Ciudad de Jehová, Sion del Santo de Israel.",-2,0,0,LuisCol22189160,59,96,,,,,,,,,0
3680,Thu Jun 01 16:51:15 +0000 2023,Embajada celebra independencia del Estado de Israel - Periódico elCaribe https://t.co/ZtfaAEjn3c,-2,0,0,BYermenos,504,4055,,,,,,,,,0
3681,Tue Apr 25 03:46:03 +0000 2023,Cinco heridos tras presunto ataque palestino por atropello en Israel; sospechoso fue abatido https://t.co/JdpCXWiCyX,-2,1,1,eldiariony,51850,240,,,,,,,,,0
3682,Fri Jun 03 14:09:00 +0000 2022,@jenarovillamil @lopezobrador_ Les juro que Hitler era también el líder más querido de Alemania en su momento. Ya dejen de dar estadísticas inútiles y atiendan los temas de urgencia del país ???????,-2,3,9,Rockdealer,7579,32802,,,,,,,,,0
3683,Thu Jun 16 20:04:45 +0000 2022,"La única que le hace juego a Hit*er sos vos, parasito hija de re mil puta, banalizando la memoria de más de seis millones de personas. 

Elisa Carrió y una fuerte advertencia sobre Javier Milei: ""Puede ser peor que Hitler"" https://t.co/ji4sRVAxCp",-2,1,4,nosoymat1,553,93536,,,,,,,,,0
3684,Thu Jun 09 14:44:41 +0000 2022,"@acevedofutsal10 @josemc10 1. @FishCr20 
2. Rolando Fonseca 
3. Plata 
4. Rayón Núñez 
5. Israel Silva",-2,0,1,georgepelon83,1328,19461,,,,,,,,,0
3685,Fri Jun 02 04:00:12 +0000 2023,@relatandohisto1 El Holocausto judío,0,0,0,Draper67715198,32,1413,,,,,,,,,0
3686,Fri Jun 17 17:25:17 +0000 2022,Parlamento de Cataluña: El 'Parlament' aprueba una proposición que acusa a Israel de cometer 'crimen de apartheid' con los palestinos https://t.co/JuHKGKoTS5,-2,0,1,BernaolaMaria,165,23705,,,,,,,,,0
3687,Mon May 22 05:33:16 +0000 2023,"🪖Un importante ejercicio de Hezbolá(🇮🇷🇱🇧) tuvo lugar hoy en el sur del Líbano🇱🇧, simulando una guerra con Israel🇮🇱, incluida la infiltración y ocupación de un asentamiento judío en el norte.

📲(https://t.co/Azdgnl6IIH)

#Israel #Sionismo #Irán #Libano #wofnon https://t.co/MWtbdrP63T",-2,2,1,CarlosInsurgent,1931,50231,,,,,,,,,0
3688,Tue May 02 01:28:04 +0000 2023,@enriquevp Hitler es historia no como vos viej0 mediocre,0,0,3,Silguerojuan1,276,3635,,,,,,,,,0
3689,Sun May 07 12:23:25 +0000 2023,la próxima persona que contratará será Hitler a este paso https://t.co/07qDAXckO4,0,0,5,varowild__,2081,18949,,,,,,,,,0
3690,Wed May 10 19:17:14 +0000 2023,@unidosxisrael Israel tiene un gobierno fascista! Lo dicen los Miles de judíos que salieron a manifestarse... Solidaridad con Palestina y sus niños muertos,1,0,1,ElStyleFree1,205,94125,-2.0,-2.0,2.0,-2.0,1.0,-2.0,-2.0,-2.0,1
3691,Wed May 24 15:11:39 +0000 2023,así empezaron los seguidores de hitler,-1,0,1,edvvok,268,35580,,,,,,,,,0
3692,Sat Jun 25 12:01:48 +0000 2022,"@AnaGudelian "" pero no dizque los científicos y la tecnología cuando la Alemania Nazis de Adolf Hitler era los #1 ; estos descendientes no trajeron la herencia genética de sus padres; porque vea que son brutos.jajajajaja",0,0,0,felixgrullon00,56,2681,,,,,,,,,0
3693,Wed Jun 08 12:18:20 +0000 2022,@ElementalELM Si queremos q Rusia deje a Ucrania el mismo deseo hacia Israel liberé el pueblo Palestino también!,1,0,1,lopez14jose,128,18013,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
3694,Thu May 25 14:11:39 +0000 2023,"Hitler subía todos los días los casi  50 escalones del búnker hasta la superficie para respirar aire fresco. Allí daba una caminata  a modo de mantenerse en estado. Tras su partida, el doble, que no gozaba de un buen estado de salud, nunca repitió esta rutina.",-1,6,36,AbelBasti,3949,189,,,,,,,,,0
3695,Thu Jun 09 18:19:03 +0000 2022,"¿A qué hora sale el @CongresoGuate denunciando a Israel por promover la ""ideología de genero"" y la ""destrucción de la familia""? ?????? https://t.co/FjKzwtxXRq",-2,64,162,rjlaparra,1389,26507,,,,,,,,,0
3696,Wed Apr 26 17:28:46 +0000 2023,@CorazonRural Yo hace un par de años comí en el bufé Hitler de Pristina. Recomendables pljeskavitsi.,0,0,0,SgBrais,64,644,,,,,,,,,0
3697,Sun May 28 16:46:43 +0000 2023,@ElNecio_Cuba @DiazCanelB @Colina_VClara Adolfo Hitler también abrazaba a los niños. No hay mucha diferencia; dos dictadores en distintas épocas. https://t.co/VqbAUeIrBH,-2,0,2,MaikelCosteP,221,7092,,,,,,,,,0
3698,Wed Jun 01 13:40:56 +0000 2022,"@andrearoae El viejito re' loco SEGUIDOR de Hitler, imagínense a dónde llevará las fuerzas militares y de policía, si nosotros tenemos conocimiento del adoctrinamiento que tienen estás instituciones llevan; todos conocemos de lo que ocurrió en las protestas sociales del 2020. https://t.co/E1u1OZn9Lo",-2,0,0,FabianV94761524,59,6132,,,,,,,,,0
3699,Mon May 30 14:36:03 +0000 2022,"Muere el escritor Boris Pahor, la voz eslovena del Holocausto, a los 108 años
 -  https://t.co/GfhQYtE9xh",-2,1,2,ArteAngeles,5565,54624,,,,,,,,,0
3700,Thu May 25 15:38:28 +0000 2023,"@Salam_Cuba @yuniortrebol @ElNecio_Cuba @Israel_BuenaFe Represión policial hay en todos lados, pero en Cuba además d la represón, q el gobierno niega constantemente y persigue a todo aquel q trata de hacerla visible, hay una mafia asesina gobernando x más de 60 años, tambien hay eso en España?
Tu lo q tienes es falta de ácido fólico😂",-2,0,0,ramdyrl,102,9648,,,,,,,,,0
3701,Thu Jun 23 10:30:05 +0000 2022,"@CLucarelli94 Tengo un apellido judío, sé perfectamente lo que es estar racializado",-2,0,0,AfterBoltxe,217,11849,,,,,,,,,0
3702,Thu May 04 03:08:10 +0000 2023,"""Antisemitismo: Lutero guionista | Hitler ejecutor | Escritor Español Petrusvil""
#Japalpilpa
https://t.co/o4gxe1dL8q",0,0,0,vilpetrus,6251,46307,,,,,,,,,0
3703,Mon May 30 00:01:19 +0000 2022,En el centro siguen diciendo que Petro es un autoritario y un arrogante y que por eso su voto es por a Rodolfo Hernandez CONFESO ADMIRADOR DE HITLER. Menos mal tecnocrata vota tecnócrata.,-2,71,396,gsesquivel,21080,57404,,,,,,,,,0
3704,Fri Jun 24 03:49:43 +0000 2022,✏️ Los dientes de Hitler confirman que definitivamente murió en 1945 https://t.co/Eb3F0wiL9s,-2,0,0,ElIlustrativo,106334,4073,,,,,,,,,0
3705,Tue Jun 14 14:16:08 +0000 2022,"siempre me acuerdo del amigo de mi hermano que me decía rondando los 2000, ""no pudo Napoleon, no pudo Hitler, pero los Putos van a dominar el mundo"" y no puedo creer la razón que tenia.",-2,0,0,totovikh,240,29124,,,,,,,,,0
3706,Mon May 30 18:00:21 +0000 2022,@MikeMoreno07 Cual es la explicacion de hitler jajajajajaj,0,0,0,gatomahecha,148,24846,,,,,,,,,0
3707,Wed May 17 12:16:59 +0000 2023,"@rickcofer Adler, Casar, Soros.",0,0,2,CollinCoCzar,183,4388,,,,,,,,,0
3708,Tue Apr 25 22:56:00 +0000 2023,@Israel_Aroche ¡Muchísimas Felicidades! 🎈🎉🎊🍾,-2,0,0,soyjuanello,11307,215738,,,,,,,,,0
3709,Fri Jun 17 09:55:45 +0000 2022,@kikogol222 @IdiazAyuso Está blanqueando a Hitler y a Mussolini con sus actos la ida,0,0,0,AVEFENIXBCN,313,21273,,,,,,,,,0
3710,Fri Jun 17 00:47:56 +0000 2022,☄️  La lamentable historia del único alemán que negó el saludo a Hitler https://t.co/QUXbGxSVPT,-2,0,0,MultiGaceta,99926,2762,,,,,,,,,0
3711,Fri Jun 03 11:24:57 +0000 2022,"@guillermoTM1959 Usa ha multiplicado la compra de petróleo a..... ¡RUSIA!, y se lo vende a ue al triple de precio!, jeje, los usa destruyen europa que es el objetivo principal( banon, soros y extma drcha). A esto ya jugábamos en el scatergoris!!!!, jeje",1,3,8,UseroOjanda,155,9891,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
3712,Thu Jun 01 22:01:05 +0000 2023,@sofiapetroa Stalin tan poco era socialista y mató mas gente de su propio pueblo que los judíos que asesino Hitler,-2,0,0,lunavelez0517,159,11905,,,,,,,,,0
3713,Sun May 28 16:20:42 +0000 2023,"@ssoyyoo89 @Resplandor__15 @L0renaRdz @Lek_ANCAP Kruschev dijo la verdad sobre stalin 
Un maldito tirano igual a Hitler 
Stalin no fue alguien que no quería el poder
Conspiró contra todos sus enemigos y armó su reino del terror",-2,0,0,Fallen00543727,116,4613,,,,,,,,,0
3714,Sat Apr 22 05:36:26 +0000 2023,"@NOUREEN_SHIRAZ El fanatismo como en el golpe de la cervecería es peligroso. 
Hoy la tal alianza tiene Lo que Hitler no .
Atómicas.",-1,0,0,DarwinV45082103,188,59010,,,,,,,,,0
3715,Fri May 19 08:12:04 +0000 2023,"Nota para el lector: Todos los versículos citados son de La Biblia Judía Completa.

Versículos de la Biblia: Salmo 89:19; Hebreos 2:16-17; Ezequiel 1:26; Juan 3:13; Lucas 24:39; Filipenses 2:7-10; Apocalipsis 3:2.

Cómo Yeshua HaMashiaj puede salvarte.",-2,0,0,RutkowskiDr,113,65,,,,,,,,,0
3716,Sun May 29 20:21:01 +0000 2022,"@BasketValor @PJoliCo Ya te he contestado. Hitler ganó unas elecciones con un programa normal, basado en una etnia básicamente, luego empezaron las prohibiciones, prefiero no arriesgar.",-2,1,0,RafaLimonesOn,810,18217,,,,,,,,,0
3717,Mon May 30 01:44:47 +0000 2022,@thecliniccl Desbloqueo agroalimentario a cambio de levantar sanciones: el órdago de Putin mientras avanza en Donbás . Qué increíble coincidencia !! Hitler invadió Polonia para salvar a los alemanes torturados por los polacos . Putin invade Ucrania para rescatar a los rusos .,-2,0,0,lonko7,38,277,,,,,,,,,0
3718,Thu Jun 01 20:52:33 +0000 2023,"Como anécdota, estaba con una chica Búlgara en un super, un viejo por lo que sea reconoció que era extranjero y el nota todo intrusivo preguntando de donde era yo. Cuando supo que era de España el nota diciendo que Franco, Hitler y yo habíamos bombardeado Bulgaria. https://t.co/VbPrz7FcJF",-2,0,2,Alzacktwitch,228,17579,,,,,,,,,0
3719,Fri Apr 21 12:34:41 +0000 2023,"Ser mujer y votar PSOE, es como ser judío y votar Vox.",-2,0,0,UnaPelsona,1248,3258,,,,,,,,,0
3720,Sun May 21 16:56:14 +0000 2023,No olvidemos que el gobierno de Macri declaro al #Hezbollah organización terrorista y que el país tiene la mayor diáspora judía del mundo. https://t.co/MWiyeNiMsi,-1,0,1,ant1_ignorancia,450,26471,,,,,,,,,0
3721,Sun Jun 12 22:11:13 +0000 2022,@fontcubasty Sangre judía 2,0,0,0,helixx85,36654,224804,,,,,,,,,0
3722,Mon May 29 17:31:27 +0000 2023,@PdPagina No mameyes la UNAM nació GRACIAS ALA IZQUIERDA….el  monimiento  del  68  fue  POR  LA  IZQUIERDA  y  dudan  de  la  izquierda  dela  UNAM  jajajaja  https://t.co/URZaYhUB1R,-2,0,0,Na90535870Mario,87,9600,,,,,,,,,0
3723,Thu May 25 10:38:40 +0000 2023,"@agnes_becerra @OsmaniPerez18 @Israel_BuenaFe La agresión a nuestros músicos es injustificada y totalmene reprobable. En ella están los más bajos instintos de la contrarrevolución. Es fascismo por donde quiera que se le mire. 
#ConBuenaFéYo https://t.co/WbrkqGt8b7",-2,16,15,Garcia21Md,5663,56226,,,,,,,,,0
3724,Sat Apr 22 11:32:20 +0000 2023,"@productortano La mía es ""las cosas no pasan hasta que pasan"", jaja. Advertencias de madre judía para que no beba si maneja, se cuide del frío y ese tipo de cosas 😂😂😂😂😂",-2,2,2,claudiafrum,2601,78247,,,,,,,,,0
3725,Fri May 12 17:07:41 +0000 2023,"Anoche, celebramos 75 años de la Independencia del Estado de Israel. 🇮🇱Desde la Embajada de Israel en República Dominicana, le deseamos a nuestro país paz y prosperidad. 
Mi corazón está con Israel, y me alegra compartir un poco de la hermosura de mi patria con mi querida RD.🇮🇱🇩🇴 https://t.co/PuePAPFV5L",-2,133,1001,avia_lev,14130,2860,,,,,,,,,0
3726,Mon May 22 02:55:22 +0000 2023,"@AbogadoDijo Combinando con los ya pensaste.. Te falta Idi Amin, Nikita Kruschev, Stalin, Hitler, Evo Morales, Rafael Correa, mejor conseguite más termos",-1,0,0,Adross85144421,24,20225,,,,,,,,,0
3727,Tue Jun 07 08:15:59 +0000 2022,"Números 28
13 - y una décima de flor de harina amasada con aceite, en ofrenda que se ofrecerá con cada cordero; holocausto de olor grato, ofrenda encendida a Jehová.
#RpSp 
#ConectadosParaSalvar",-2,0,1,GregorioLimenza,1593,11812,,,,,,,,,0
3728,Sat May 06 18:13:25 +0000 2023,@rubennatm Dios nos les castigo les castigo el sionismo y el diablo.,1,0,0,miguelh1903,177,6228,-2.0,-2.0,2.0,-2.0,2.0,-2.0,-2.0,-2.0,1
3729,Sat May 20 15:43:03 +0000 2023,"La DOCTORA @ElisaLoncon entregó los antecedentes a su empleador, la UChile, a nadie más debe justificarle su cargo.

Por cierto, toda institución de educación superior tiene por exigencia de acreditación, tener TODOS los antecedentes de sus profesores.
@tv_Amaro https://t.co/ZTyzamyEL6",-2,0,3,Fa__Israel,6666,43751,,,,,,,,,0
3730,Sun Apr 23 00:43:36 +0000 2023,@unidosxisrael DIOS BENDIGA A ISRAEL!!,-2,0,1,marojas3108,22,1399,,,,,,,,,0
3731,Sat Jun 18 16:33:42 +0000 2022,"@ingrodolfohdez Me estresa su dedo, ome, parece a Hitler, a Chaves, a Uribe, noooo. Yo voto por Petro",-2,0,0,Joan_66666,159,50423,,,,,,,,,0
3732,Fri May 12 00:04:17 +0000 2023,@Claudio53165240 @Cadena3Com Y Palestina también viejo meado.,0,0,0,nati__eme,9,1832,,,,,,,,,0
3733,Mon May 30 15:03:46 +0000 2022,"La policía de Tuluá hace un homenaje a Alemania con uniformes nazis; las embajadas de USA, Alemania e Israel pegaron el grito en el cielo. Un candidato presidencial dice que es admirador de Hitler. Rotundo silencio... no se han dado cuenta dónde está el verdadero enemigo? https://t.co/NiAGjCw7yL",-2,1,1,campoeliasarias,132,9015,,,,,,,,,0
3734,Mon May 08 00:25:51 +0000 2023,@JesseASweeney @BillFOXLA Soros,0,0,6,BostonsTitleTwn,1881,19819,,,,,,,,,0
3735,Wed May 24 20:00:01 +0000 2023,"Sitios del malecón de Guayaquil para visitar con niños

https://t.co/yUipPKRQjr

#Ecuador #EstadosUnidos #USA #ReinoUnido #Canada #Francia #Alemania #Israel #Suiza #PaisesBajos #Japon #Guayaquil https://t.co/O7UuiOA98q",-2,1,0,pulsoguayaco,328,2029,,,,,,,,,0
3736,Sat Jun 18 15:15:15 +0000 2022,@CarlosAJimnez4 @SoyIsraman Israel genocida,2,1,4,SergioG98789821,655,8082,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
3737,Thu May 04 21:25:09 +0000 2023,"Alerta de ataque aéreo en Kiev: EE.UU. advierte a sus ciudadanos tras el... https://t.co/ZkBSKQe5uB via @YouTube EL TERRORISTA PUTIN Y SU BANDA DE DELINCUENTES ATACANDO UNA CIUDAD CON MISILES, COMO HACEN LOS TERRORISTAS PALESTINO CON ISRAEL.",-2,1,1,JoseMirandaAco2,176,2930,,,,,,,,,0
3738,Fri Jun 02 04:55:28 +0000 2023,@Osvaaaa1010 A ver si la que sigue si nos valora 🤙🏻,-2,0,0,otamendi_israel,79,16285,,,,,,,,,0
3739,Tue May 02 16:05:43 +0000 2023,@Himura_Das @barrioyrock83 @nsotelolar El tiempo le dió la razón al che sobre los depravados lujuriosos. Sos un pobre titere de soros,1,0,0,Fabiabelizan,6,941,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
3740,Sat May 06 14:57:05 +0000 2023,"Este mogolico después anda llorando porque lo bardean y que Twitter es un juego etc etc

Encima es corneta y judío https://t.co/lXKd2FhVjz",2,0,1,bocacojido912,116,12327,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
3741,Wed May 10 13:02:44 +0000 2023,"un reciente ataque aéreo en Gaza por parte de las FDI.

 ACTUALIZACIÓN: En unas pocas horas, Hamas disparó hasta 170 cohetes contra Israel, - los medios, citando al Ministerio de Relaciones Exteriores de Israel

 54 de ellos fueron interceptados por el sistema Iron Dome. https://t.co/jNB7OSYss1",-2,1,2,edgar40ar,924,33452,,,,,,,,,0
3742,Thu May 04 21:35:54 +0000 2023,@AlmaMiaEcu @EvasorLCorrupto Estos son lo que utilizan en Israel  para masacrar al pueblo de la Palestina..???,0,2,1,EcuPineli,489,45761,,,,,,,,,0
